userName,app,score,at,content,normalized_text
Gusnul Yakin,Gojek,5,2026-02-09 23:34:24,sangat membantu good aplikasi,sangat bantu good aplikasi
Ardi abdol Azis,Gojek,5,2026-02-09 23:24:17,pembayaran 27rb masuk ke driver 17rb program yg ada hanya memperburuk layanan embel2 jemput dekat ujung2nya jasa tambahaan aplikasi dan ini juga merugikan pihak driver dan customer yang customer tau jarak jemput jauh! dan driver malas untuk menjemput? padahal itu skenarionya aplikasi..jika jemput 4kilometer dan antar 5 kilometer customer bayar 25rb driver trima 13.800 itunganya tekor krna dlm kota 1 liter sama dg 10km?,bayar rb masuk pengemudi rb program yang hanya buruk layan embel jemput dekat ujung jasa tambahaan aplikasi ini rugi pihak pengemudi customer customer tau jarak jemput jauh pengemudi malas jemput padahal skenario aplikasijika jemput kilometer antar kilometer customer bayar rb pengemudi trima itunganya tekor krna dlm kota liter sama dg kamu
Muhammad Taqi,Gojek,3,2026-02-09 23:11:47,"sering dapet driver yang jauh banget, padahal butuh nya cepet buat ke sekolah, banyak driver yang jauh menerima orderan saya sedangkan yang dekat jarang menerima orderan saya",sering dapet pengemudi jauh banget padahal butuh nya cepet buat sekolah banyak pengemudi jauh terima pesan sedang dekat jarang terima pesan
ali mahsusin,Gojek,5,2026-02-09 22:55:05,makasih gojek,terima kasih gojek
Carol Drusilla,Gojek,3,2026-02-09 22:46:31,"Aplikasinya bagus banyak fiture nya, tapi sekarang drivernya sombong main tolak rejeki, why? ketika hujan gerimis aja loh susah nyari driver yang dekat area pemesanan, padahal banyak titik driver di area. Rupanya ada budaya driver bisa nonaktifkan aplikasi , jadi ketika hujan driver nonaktifkan aplikasinya, customer diminta mengikuti mood kerja mereka donk 😁. Nah, namun ketika cuaca normal nih, mereka ngeluh orderan sepi banyak saingan, lu aja milih-mikih cuaca kalo kerja,giliran sepi lu ngeluh",aplikasi bagus banyak fiture nya sekarang drivernya sombong main tolak rejeki why hujan gerimis aja loh susah nyari pengemudi dekat area mesan padahal banyak titik pengemudi area rupa budaya pengemudi nonaktif aplikasi jadi hujan pengemudi nonaktif aplikasi customer minta ikut mood kerja donk nah ketika cuaca normal ini ngeluh pesan sepi banyak saing kamu aja milihmikih cuaca kalo kerjagiliran sepi kamu ngeluh
Ask Crut,Gojek,4,2026-02-09 22:42:50,kenapa hemat dapat driver selalu jauh.. sudah dptnya lama... pas dapt driver jauh pula.. padahal g hujan,hemat pengemudi selalu jauh dptnya lama pas dapt pengemudi jauh padahal g hujan
Meardanto Danto,Gojek,5,2026-02-09 22:16:49,sangat oke,sangat baik
Ilhamsyah Ilham,Gojek,1,2026-02-09 20:48:31,aplikasi tolol mesen hemat susah bgt najis,aplikasi tolol mesen hemat susah banget najis
Itang Rohmana,Gojek,5,2026-02-09 20:11:44,dangat membantu🙏💪,dangat bantu
muhammad haikalaazrilll,Gojek,5,2026-02-09 20:08:57,baik dan ramah,baik ramah
maruf nugroho,Gojek,1,2026-02-09 19:26:40,"gojek mahal tidak ada paket hemat, lebih baik bawa motor sendiri.",gojek mahal ada paket hemat lebih baik bawa motor sendiri
Cak Rupi rombeng,Gojek,5,2026-02-09 19:00:29,luar biasa,luar biasa
Nameless,Gojek,1,2026-02-09 18:53:25,"apalah, pesen makanan tdk dpt driver mulu, nunggu ber jam"" nahan laper ujung"" nya cancel gara"" gada drivernya",apa sen makan tidak dpt pengemudi mulu nunggu ber jam nahan laper ujung nya cancel gara gada drivernya
Ahmad Gustian,Gojek,1,2026-02-09 18:27:19,"woyy CEO gojek, hapus layanan hemat, dapat driver pada jauh"", jadi sering kesiangan tuh kasian yg mau berangkat aktivitas.",woyy ceo gojek hapus layan hemat pengemudi jauh jadi sering siang itu kasi yang mau berangkat aktivitas
Santohudson603 Darkorbit,Gojek,5,2026-02-09 18:18:54,mantap,mantap
Raffasya Nur Salman,Gojek,5,2026-02-09 17:49:02,mantul👍👍👍,mantul
Londo Everything,Gojek,1,2026-02-09 17:18:24,jangan ada promo goride hemat percuma ga ada yang mau ambil driver kalian!!! huek cuih,jangan promo goride hemat percuma tidak yang mau ambil pengemudi kalian huek cuih
Neng Wulan Siti Latifa,Gojek,5,2026-02-09 16:39:44,"sejauh ini udh beberapa tahun pakai gaada masalah apapun aman² aja♡ selalu suka sama fitur²nya yg mudah dipahami, harga terjangkau dan drivernya ramah2",jauh sudah beberapa tahun pakai gaada masalah apa aman aja selalu suka sama fiturnya yang mudah paham harga jangkau drivernya ramah
Ricko,Gojek,1,2026-02-09 16:30:42,jujur agak kecewa dengan pelayanannya udah nunggu satu jam makanan gak sampai2,jujur kecewa layan sudah nunggu satu jam makan tidak
Azalea Angreani,Gojek,1,2026-02-09 16:29:29,"saldo sya slalu kepotong sendiri, gada izin atau apa tb² ke potong dan ga bisa dikembalikan oleh pihak gojek pdhl sy ga langganan apapun gada tanggung jawab sama skali",saldo sya slalu potong sendiri gada izin apa tb potong tidak kembali pihak gojek pdhl saya tidak langgan apa gada tanggung jawab sama skali
nerry sakti,Gojek,1,2026-02-09 16:16:59,"pesan hemat gada yang mau ambil,sepertinya komunikasi antara kalian (driver dgn gojek) tidak seimbang.sebagai pengguna aplikasi ini dirugikan waktu tunggu yang sia-sia.coba di kaji lagi biar ke3 belah pihak tidak ada yg tersakiti,kalau semuanya rido makanan yg saya makan/transportasi halal,dan rejeki kalian lancar!",pesan hemat gada mau ambilsepertinya komunikasi kalian pengemudi dengan gojek seimbangsebagai guna aplikasi rugi waktu tunggu siasiacoba kaji biar belah pihak ada yang tersakitikalau semua rido makan yang makantransportasi halaldan rejeki kalian lancar
Akun Bot,Gojek,1,2026-02-09 16:10:20,harga terlalu mahal,harga terlalu mahal
Yoga Pratama,Gojek,1,2026-02-09 16:02:50,driver nya pada jauh semua setiap pesan goride sama food tolong di sesuai kan,pengemudi nya jauh semua pesan goride sama food di sesuai kan
Naila Rahma,Gojek,5,2026-02-09 16:01:28,baik dan ramah,baik ramah
Yuni 123,Gojek,4,2026-02-09 15:43:33,mempermudah segala sesuatu,mudah segala
Erny Kim,Gojek,4,2026-02-09 15:33:23,Senang bisa pakai Gojek 🤗,senang pakai gojek
Tina Polla,Gojek,5,2026-02-09 15:33:05,"sebelumnya pengguna apk sebelah. tapi pas nyoba gojek, eh ternyata banyak promonya 🤤",belum guna apk belah pas nyoba gojek eh nyata banyak promonya
Kar 98k (Kar),Gojek,5,2026-02-09 15:25:44,Kapan tema gelapnya tersedia?!! Lama amat ditungguin teh.,kapan tema gelap sedia lama ditungguin teh
Mila Sari,Gojek,1,2026-02-09 15:16:37,"kecewa bgt. masa lama bgt dpt driver padahal posisi lagi buru buru banget. nungguin lama banget cuma buat nyari driver yg free tpi gada. udh nyoba pake pencarian cepat pun tetep ga dapet. maaf ya tpi aku udh kecewa. aku telat cuma karna ini. mending yg sebelah maaf yaa udah terlanjur kecewa, bikin males",kecewa banget masa lama banget dpt pengemudi padahal posisi buru buru banget nungguin lama banget cuma buat nyari pengemudi yang free tpi gada sudah nyoba pakai cari cepat tetep tidak dapet maaf tpi saya sudah kecewa saya telat cuma karena mending yang belah maaf yaa sudah lanjur kecewa bikin males
Siapa Saya,Gojek,1,2026-02-09 15:13:44,"Pertama Ongkos Argo HEMAT sangat merugikan DRIVER Memang Betul Custamer bayar mahal tapi penerimaan Untuk Driver tidak sebanding saya liat di Hp Driver tidak sebanding tolong benahi untuk Gojek ,kasian Drivernya Harga Mobil dan Motor Tidak sesuai dengan Harga Kendaraan belum lagi Servic,Pajak,Kuota mereka Yg nanggung ,, Tolong Gojek Manusiakan lah Manusia",pertama ongkos argo hemat sangat rugi pengemudi memang betul custamer bayar mahal terima pengemudi banding liat hp pengemudi banding benah gojek kasi drivernya harga mobil motor sesuai harga kendara lagi servicpajakkuota yang nanggung gojek manusia lah manusia
Dede Rosadi,Gojek,1,2026-02-09 15:07:43,"Kalo pake promo lama, supirnya ga bsa di hubungi. Hapus aja promonya",kalo pakai promo lama supirnya tidak bsa hubung hapus aja promonya
Muhammad Febri,Gojek,5,2026-02-09 14:51:37,sangat bagus dan sangat merasa terbantu dengan apk gojek ini,sangat bagus sangat rasa bantu apk gojek
m yazid,Gojek,1,2026-02-09 14:48:38,sgt menggangu iklan gojek tolong keluar dri HP ku,sgt menggangu iklan gojek keluar dri hp ku
Ageng Wijaya K,Gojek,5,2026-02-09 14:45:21,sejahterakan para driver kedepannya,sejahtera pengemudi depan
Indra Indra,Gojek,5,2026-02-09 14:44:48,sangat bagus sekali untuk berpergian,sangat bagus sekali pergi
Nhstonk,Gojek,5,2026-02-09 14:27:07,kalo ada masalah Gercep,kalo masalah gercep
Bahtiar Tiar,Gojek,5,2026-02-09 14:21:42,sangat bagus,sangat bagus
Utari Wulandari,Gojek,1,2026-02-09 14:08:22,"tolong, dichat kendala jangan otomatis, lebih baik custemer bisa mengetik aja, soalnya yg tau kedaan resto sebenernya tuh driver dan custemer, pengalaman saya tadi ketika driver sudah sampe resto dan sudah dipin dari pihak resto lalu driver disuruh nunggu ternyata makanan tak tersedia, kasian drivernya, untuk dibatalin pun sulit, dan saya sebagai custemer ga masakah kalo ganti makanan lain, tapi makanan yg saya pilih malah ga bisa jadi harus sesuai sama kebijakan resto penggantian makanannya",dichat kendala jangan otomatis lebih baik custemer etik aja soal yang tau kedaan resto sebenernya itu pengemudi custemer alam tadi pengemudi sampe resto sudah pin pihak resto lalu pengemudi suruh nunggu nyata makan tak sedia kasi drivernya dibatalin sulit custemer tidak masa kalo ganti makan tapi makan yang saya pilih malah tidak jadi sesuai sama bijak resto ganti makan
Atta Bari,Gojek,5,2026-02-09 14:00:41,on time,on time
Ayla K.S (Fang wei),Gojek,3,2026-02-09 13:54:25,sebenernya ku suka sama gojek ini dan selalu dapat driver yang ramah. eh tiba' malah dapat driver yang tidak ramah (baru kali ini dibuat kesel ma orang lain).,sebenernya ku suka sama gojek dan selalu pengemudi ramah eh tiba malah pengemudi tidak ramah baru kali buat kesel ma orang
Yusuf Hanan,Gojek,1,2026-02-09 13:53:47,CS LAMBAT!!!,cs lambat
Siti Fatimah,Gojek,5,2026-02-09 13:46:24,terbantu,bantu
Anita Fawnia,Gojek,1,2026-02-09 13:41:44,"makin kesini makin ga jelas!!! pesen makanan lama banget dapet drivernya, bikin eneg aja",makin kesini makin tidak jelas sen makan lama banget dapet drivernya bikin eneg aja
PRISKYLA TAMA A.S,Gojek,4,2026-02-09 13:34:46,"bisa ga iklan nya dikit?terlalu banyak iklan,berlapis2 lgi",tidak iklan nya dikitterlalu banyak iklanberlapis lagi
Anton Pramuza,Gojek,4,2026-02-09 13:29:43,oke bagus,baik bagus
ARDI SAMPE,Gojek,5,2026-02-09 13:23:58,cepat tepat,cepat tepat
ALEX,Gojek,5,2026-02-09 13:23:05,mantulll,mantulll
Ricardoritonga Kardo,Gojek,1,2026-02-09 13:13:32,"apk sampah, ga memihak driver sepersen pun, malah disuruh berbayar 15 rb sehari, nampak bgt ga mutu 🤣🤣🤣",apk sampah tidak pihak pengemudi persen malah suruh bayar rb hari nampak banget tidak mutu
Ahmad Hamam,Gojek,1,2026-02-09 13:07:19,tolong dong hapus langganan hemat itu sangat tidak efektif jam sibuk malah tambah lama nyari driver yang biasa biasa suka dapet cepet,dong hapus langgan hemat sangat efektif jam sibuk malah tambah lama nyari pengemudi biasa biasa suka dapet cepet
Andri Sugih Permana,Gojek,5,2026-02-09 12:59:04,Sangat cepat,sangat cepat
Hariyanti,Gojek,5,2026-02-09 12:57:06,gampang dan cepat,gampang cepat
Moch Dimas,Gojek,1,2026-02-09 12:49:48,"sering dapet makanan dingin + lama datang , efek driver dapet dobel order ( pengantaran) ..!!!!",sering dapet makan dingin lama datang efek pengemudi dapet dobel pesan antar
Boy,Gojek,1,2026-02-09 12:30:39,"udah mahal, pelayanan driver nya buruk lagi",sudah mahal layan pengemudi nya buruk
Putri Aprillia,Gojek,1,2026-02-09 12:14:24,"sistem amburadul makin tahun bukan makin bagus malah sistem ga jelas, sangat2 merugikan. udah paling bener pakai jasa grab kaya dulu",sistem amburadul makin tahun bukan makin bagus malah sistem tidak jelas sangat rugi sudah paling bener pakai jasa grab kaya dulu
lily kusnendar,Gojek,1,2026-02-09 12:13:43,bintang 1 dulu...ini sameday via tokped di cancel udah 2 kali..padahal deket..kalo emang driver gak ada yg mao maen sameday di tutup ajah itu layanan...monggo cek akun gojek customer sayah..,bintang duluini sameday via tokped cancel sudah kalipadahal deketkalo emang pengemudi tidak yang mao maen sameday tutup ajah layananmonggo cek akun gojek customer sayah
Ungkas,Gojek,1,2026-02-09 12:10:53,"masih niat gak ? dapet driver di jakarta aja susah, dapet yang posisi jauh jauh pula, bubarin aja mendingan gojek ini",niat tidak dapet pengemudi jakarta aja susah dapet posisi jauh jauh bubarin aja mending gojek
Sayu,Gojek,1,2026-02-09 12:09:51,"Aplikasi ini belum layak digunkaan untuk transportasi, karena sampai sekarang sistem antara driver dan penumpang terdeteksi adanya ketidakadilan.",aplikasi belum layak digunkaan transportasi sampai sekarang sistem pengemudi tumpang deteksi ada ketidakadilan
Ismail Chandra,Gojek,5,2026-02-09 12:01:48,mudah dan praktis,mudah praktis
Nanik Wulan,Gojek,5,2026-02-09 11:48:50,"selalu puas,.",selalu puas
Whaleshark Indonesia,Gojek,5,2026-02-09 11:43:47,membantu bangett,bantu bangett
OKI Saputra,Gojek,5,2026-02-09 11:34:39,sangat membantu,sangat bantu
Tohir Tohir,Gojek,5,2026-02-09 11:27:36,"pokoknya gojek IS THE BEST, aplikasi lain lewatttt😅🙏🙏🙏💪🥰",pokok gojek is the best aplikasi lewatttt
Andri Yusup,Gojek,5,2026-02-09 11:21:22,membantu saat kerja,bantu kerja
Frizca Budiarty,Gojek,1,2026-02-09 11:12:25,mode hemat driver selalu non aktifin masa nyari driver aja 45 menit gaada yang ambil giliran ga pake promo 1 mnt langsung dpt. percuma iklan promo2,mode hemat pengemudi selalu non aktifin masa nyari pengemudi aja menit gaada ambil gilir tidak pakai promo mnt langsung dpt percuma iklan promo
toibeh Rosy,Gojek,1,2026-02-09 11:11:58,"kenapa saat salah pesen gocar tidak bisa di batalkan di edit pun harus nambah uang kocak, bener"" kecewa sama aplikasi gojek, abis ini saya hapus udh males",saat salah sen go car bisa batal edit harus nambah uang kocak bener kecewa sama aplikasi gojek abis saya hapus sudah males
Budiman,Gojek,5,2026-02-09 11:07:24,Memuaskan,muas
Duarte Fam,Gojek,5,2026-02-09 11:02:54,apk yg sangat berguna & efektif,apk yang sangat guna efektif
Tridayanti Purba,Gojek,1,2026-02-09 10:55:19,"gak ngerti buat apa fitur hemat tapi kalau digunain malah gak ada driver yg ambil, sekalinya ada posisinya jauh. please tiadakan fitur yg tidka berguna. upgrade lagi deh pelayanannya.",tidak ngerti buat apa fitur hemat kalau digunain malah tidak pengemudi yang ambil sekali posisi jauh please tiada fitur yang tidka guna upgrade deh layan
Yuni Yuyun,Gojek,5,2026-02-09 10:54:58,driver nya ramah2 dan baik.👍🏻,pengemudi nya ramah baik
Marjuki W Umaro,Gojek,5,2026-02-09 10:39:00,Selalu menggunakan fasilitas GoCar. dan selalu senang. karena pelayanan aman dan nyaman.,selalu guna fasilitas go car selalu senang layan aman nyaman
Macco Fedrick,Gojek,5,2026-02-09 10:37:51,baguss,bagus
Yu Ri,Gojek,5,2026-02-09 10:29:48,Mantaapp,mantaapp
Eka Dharma,Gojek,5,2026-02-09 10:16:57,sagt mmbantu,sagt mmbantu
Paijo Painem,Gojek,5,2026-02-09 10:11:45,mantaf,mantaf
Dhaifan,Gojek,2,2026-02-09 10:08:46,"aplikasi makin lama makin berat aneh, butuh 2 menit lebih untuk load aplikasi hingga ke UI pesan driver, bahkan load gambar autocad btuh waktu 50% lebih cepat aneh aneh",aplikasi makin lama makin berat aneh butuh menit lebih load aplikasi hingga ui pesan pengemudi bahkan load gambar autocad btuh waktu lebih cepat aneh aneh
Satrio Yudhistira,Gojek,1,2026-02-09 10:06:57,"gak bisa dipake pesan gofood, layout loading 5 menit langsung crash setelah load",tidak dipake pesan go food layout memuat menit langsung mogok load
Iman Suherman,Gojek,3,2026-02-09 09:49:49,Kenapa GoCar Hemat Harganya Lebih Mahal Dari Yang Biasa?,go car hemat harga lebih mahal yang biasa
Faqih Ananda,Gojek,1,2026-02-09 09:43:53,"GOSEND NYA BUSUK, GA INSTANT, GA SAMEDAY SAMA AJA, PAKET YANG HARUSNYA SEHARI SAMPE MALAH BISA LEBIH DARI SATU HARI, YANG BIKIN LAMA UDAH KECANTOL TERUS DICANCEL, PADAHAL LAGI BUKAN RUSH HOUR DAN CUACA JUGA LAGI GA HUJAN, NAMA DOANG INSTAN TAPI DRIVERNYA PADA KAGA NIAT AMBIL ORDERAN, KALO EMANG GA MAMPU MENDING GA USAH DISEDIAKAN LAYANANNYA, KITA BAYAR LEBIH MAHAL BIAR BARANG CEPET SAMPE, KALAU UJUNG""NYA SAMPENYA KAYA PAKAI EKSPEDISI REGULER YA MENDING GAUSAH ADAIN INSTAN/SAMEDAY",gosend nya busuk tidak instant tidak sameday sama aja paket harus hari sampe malah lebih satu hari bikin lama sudah kecantol terus dicancel padahal bukan rush hour cuaca lagi tidak hujan nama doang instan drivernya kaga niat ambil pesan kalo emang tidak mampu mending tidak usah sedia layan bayar lebih mahal biar barang cepet sampe kalau ujung sampenya kaya pakai ekspedisi reguler mending gausah adain instansameday
Hoirul Ikhwan,Gojek,1,2026-02-09 09:42:15,"hemat bikin telat orang sekolah , kerja dan kuliah , sering dapat driver penjemputan jauh , ujungnya malah di cancel drivernya",hemat bikin telat orang sekolah kerja kuliah sering pengemudi jemput jauh ujung malah cancel drivernya
Byedillah99@gmail.com Aura290808,Gojek,1,2026-02-09 09:35:05,"Soal Bagi Hasil Aplikasi: Tidak Jujur dari Bahasa Masalah driver itu bukan cuma soal potongan, tapi soal bahasa yang bikin orang salah paham. Di aplikasi tertulis: “Biaya perjalanan (80% untuk mitra)” Yang kebaca wajar oleh orang awam ya: kalau penumpang bayar 100 ribu, driver dapat 80 ribu. Tapi kenyataannya bukan begitu. Yang dibagi 80% itu bukan dari total uang penumpang, melainkan dari biaya perjalanan dasar saja. Biaya lain tetap dibayar penumpang dan tidak masuk hitungan driver.",soal hasil aplikasi jujur bahasa masalah pengemudi bukan cuma soal potong soal bahasa bikin orang salah paham aplikasi tulis biaya jalan mitra baca wajar orang awam kalau tumpang bayar ribu pengemudi ribu nyata bukan yang bagi bukan total uang tumpang dari biaya jalan dasar biaya tetap bayar tumpang tidak masuk hitung pengemudi
Sintiani Nurrohmah,Gojek,3,2026-02-09 09:34:01,jadi sering telat klo pesen gofood,jadi sering telat kalau sen go food
dhav rin,Gojek,1,2026-02-09 09:33:04,saya sudah pernah membatalkan langganan tapi entah kenapa masih memotong saldo saya apalgi dalam jumlah yang besar!,sudah pernah batal langgan entah masih potong saldo apalgi jumlah besar
Yoga Pratama,Gojek,5,2026-02-09 09:17:28,"apps nya bagus, berguna bgt,,, sayangnya jasa yg bukan trasportasi udah ga ada...",apps nya bagus guna banget sayang jasa yang bukan trasportasi sudah tidak
Lukita Khanza,Gojek,5,2026-02-09 09:06:25,membantu tuk pengiriman brg yg q lg repot,bantu tuk kirim brg yang q lagi repot
Dimas Githenk,Gojek,5,2026-02-09 08:48:22,mantap,mantap
herlinda mustika sari,Gojek,5,2026-02-09 08:46:44,aplikasinya banyak promo dan kredibel,aplikasi banyak promo kredibel
Dede Kurniawan,Gojek,5,2026-02-09 08:19:49,mantap,mantap
Song Kdrama,Gojek,1,2026-02-09 08:02:19,"aplikasi gajelas blasss tiap pesen gosend selalu di cancel terus ama driver begitu juga ama gocar,kalian ini niat gasi bikin aplikasi boh yo nyari driver genah dikit jadinya akun saya rusak karna di cancel trus, buat apa kalian nyediain fitur gosend kirim barang kalo drivernya selau cancel gamau ambil apa fungsinya itu fitur kali gitu.......udah muakkkkkkk saya ama aplikasi ini",aplikasi gajelas blasss tiap sen gosend selalu cancel terus ama pengemudi juga ama gocarkalian niat gas bikin aplikasi boh yo nyari pengemudi genah dikit jadi akun rusak karena cancel trus buat apa kalian nyediain fitur gosend kirim barang kalo drivernya selau cancel gamau ambil apa fungsi fitur kali gituudah muakkkkkkk ama aplikasi
AUDREA RACHAELLYA,Gojek,5,2026-02-09 07:34:57,mantap,mantap
Ros Diana,Gojek,5,2026-02-09 07:28:21,"suka,sejauh ini pelayanannya ga pernah mengecewakan..",sukasejauh layan tidak pernah kecewa
Jacky Kyy,Gojek,1,2026-02-09 07:25:18,aplikasi tolol eror mulu,aplikasi tolol eror mulu
Purnomo Chrysantus,Gojek,5,2026-02-09 07:10:16,tepat waktu,tepat waktu
Ricky Johan,Gojek,5,2026-02-09 06:48:08,"okay GO-JEK, nambah 2 bintang jadi full 5 bintang. krna aplikasi nya sudah diperbaiki untuk akun sy.. trima kasih",okay gojek nambah bintang jadi full bintang krna aplikasi nya baik akun saya trima kasih
Tarisa Putri,Gojek,5,2026-02-09 06:36:38,"Untuk Go send tolong di upgrade dong susah banget nyari titik nya,selalu pake patokan yang jauh dari alamat yg kita mau kesian juga Abang ojol nya",go send di upgrade dong susah banget nyari titik nyaselalu pakai patok jauh alamat yang mau kesi abang ojol nya
Ferdi Taslim,Gojek,5,2026-02-09 06:17:18,Mantap,mantap
Dwi Rahman,Gojek,1,2026-02-09 06:17:01,semenjak ada goride hemat berbayar nunggu nya sampai 1jam padahal saya pakai goride biasa. udah menggunakan gojek dari 2018 kali ini saya pindah layanan . dikarenakan bukan jam sibuk tapi malah driver nya sangat jauh. padahal di depan rumah saya banyak driver tidak ada satupun yg masuk malah cari yg driver yg sangat jauh .,semenjak goride hemat bayar nunggu nya jam padahal pakai goride biasa sudah guna gojek kali pindah layan karena bukan jam sibuk malah pengemudi nya sangat jauh padahal depan rumah saya banyak pengemudi ada satu yang masuk malah cari yang pengemudi yang sangat jauh
Dioray Besly Malik,Gojek,1,2026-02-09 06:01:40,"jelek banget pelayanan customer service nya, customer disuruh / dipaksa ngomong sama AI (chat bot)",jelek banget layan customer service nya customer suruh paksa ngomong sama ai chat bot
Axaviprata Putra,Gojek,1,2026-02-09 05:51:14,gojek nya kalo abis ujan susah banget buat dapet lo gila saya suda 10 kali di tolak saya mau sekolah jadi buat tidak sekolah gimana ya ini dan saya sudah menunggu selama 30 menit,gojek nya kalo abis ujan susah banget buat dapet kamu gila suda kali tolak mau sekolah jadi buat sekolah bagaimana ini saya tunggu lama menit
Cucu Patimah,Gojek,5,2026-02-09 05:44:46,drevernya baik banget pokok nya,drevernya baik banget pokok nya
Aris Mulyana,Gojek,3,2026-02-09 05:38:16,makin lama cari driver,makin lama cari pengemudi
Aisya Smiley,Gojek,5,2026-02-09 05:36:56,sangat memuaskan,sangat muas
Gita Maher Alsulaiman,Gojek,5,2026-02-09 05:12:26,pokoknya mantap,pokok mantap
Anggara Rinaldi,Gojek,5,2026-02-09 05:07:37,Semoga semakin baik baik dan baik lagi.,moga makin baik baik baik
emha1992,Gojek,2,2026-02-09 05:04:18,Lebih mahal dari Grab... dan banyak kendaraannya tak nyaman,lebih mahal grab banyak kendara tak nyaman
Hira Bahar,Gojek,5,2026-02-09 04:40:52,sangat Puas,sangat puas
Andi Gojek,Gojek,1,2026-02-09 04:27:53,tidak manusiawi lagi,manusiawi
dar winto,Gojek,5,2026-02-09 04:25:44,pelayanan baik dan sangat memuaskan pelanggan,layan baik sangat muas langgan
Henny Nuryanti,Gojek,5,2026-02-09 04:10:51,gojek murah meriah cepat responnya rekomended sell pake gojek,gojek murah riah cepat responnya rekomended sell pakai gojek
Dr Fashion,Gojek,5,2026-02-09 04:10:41,"gojek cepet datengnya banyak promonya,, tapi kadang suka eror sistemnya sampe bener2 gk bisa d buka sama sekali. saya harap gk terulang lagi deh",gojek cepet datengnya banyak promonya kadang suka eror sistem sampe bener tidak d buka sama sekali harap tidak ulang deh
BTG,Gojek,1,2026-02-09 04:07:31,"Semakin Hemat harganya, semakin murah nyawanya. Lo pesen ""Gatcha maut"" berkedok Hemat. Kalau akhirnya lo dicium aspal, itu bukan musibah, itu TRANSAKSI SUKSES!",makin hemat harga makin murah nyawa kamu sen gatcha maut kedok hemat kalau akhir kamu cium aspal bukan musibah transaksi sukses
firsab asri,Gojek,3,2026-02-09 04:07:02,ikutan langganan gacor kok kayak gak ikutan..,ikut langgan gacor kok kayak tidak ikut
Albara1453,Gojek,5,2026-02-09 03:53:50,sekarang mhall,sekarang mhall
anggi tia,Gojek,2,2026-02-09 03:12:24,"drivernya udah ditunggu suka batalin ,alasan map ngga jelas tolong dong gojek aplikasi map-nya di update",drivernya sudah tunggu suka batalin alas map tidak jelas dong gojek aplikasi map perbarui
Echy _chy,Gojek,1,2026-02-09 03:06:32,"hallo gojek,,yg aplikasinya kadang kidding,,,tolonglah ya untuk apa ada gocar hemat,kalau supirnya aja nolak,kalau alasannya lokasi jauh masih diterima lah ya,,,ini alasannya jgn pake yg hemat kalau mau naik gocar,ngotak gak sih supir yg ngechat kaak gitu???apalagi kalau cuma gerimis ampun mah gue sama aplikasi ini naiknya 3 kali lipat dari biasanya,tolong diperbaiki lagi",hallo gojekyg aplikasi kadang kiddingtolonglah untuk apa go car hematkalau supirnya aja nolakkalau alas lokasi jauh terima lah yaini alas jgn pakai yang hemat kalau mau naik gocarngotak tidak sih supir yang ngechat kaak gituapalagi kalau cuma gerimis ampun mah saya sama aplikasi naik kali lipat biasanyatolong baik
Dony RIFARDO,Gojek,1,2026-02-09 02:56:19,"Selalu di kasih driver yang jauh-jauh, dan driver tidak mau jemput. Sangat tidak layak pelayanan aplikasi ini. Tidak ada juga fitur komplain di aplikasi nya. PARAH",selalu kasih pengemudi jauhjauh pengemudi mau jemput sangat layak layan aplikasi tidak juga fitur komplain aplikasi nya parah
Alan Gentina,Gojek,1,2026-02-09 02:41:56,bagi teman teman saya sarankan uninstall aplikasi ini. karena gojek tidak membela pelanggaann yang kehilangan barang di gocar. malah sebaliiknya hanya percaya dari kata2 driver. pelayanan pelanggan tidak berguna. pola pikir aneh. kejahatan di gojek tidak pernah benar benar ditaangani.,teman teman saran uninstall aplikasi karena gojek bela pelanggaann hilang barang go car malah sebaliiknya percaya kata pengemudi layan langgan guna pola pikir aneh jahat gojek pernah benar benar ditaangani
Ngademin Tobrut,Gojek,5,2026-02-09 02:37:28,saat terdesak aja,desak aja
Uluh Lewu,Gojek,5,2026-02-09 02:36:24,menyenangkan mblnya bagus harimm,senang mblnya bagus harimm
Rusni,Gojek,5,2026-02-09 02:29:57,Bpk nya baik ramah,bpk nya baik ramah
Ade Sobandy,Gojek,5,2026-02-09 02:29:05,nyaman,nyaman
Gunawan Wawa,Gojek,5,2026-02-09 02:26:27,perjalanan lancar dan aman,jalan lancar aman
Uppy,Gojek,2,2026-02-09 02:22:13,"server sampah, dan lokasi driver to capel terlalu jauh, aplikasi sampah",server sampah lokasi pengemudi to capel terlalu jauh aplikasi sampah
Firmana Yuda,Gojek,1,2026-02-09 02:19:57,layanan gocarnya payah setiap order pasti nanya dan milih padahal saya pesan bukan karna harga tapi kebutuhan,layan gocarnya payah pesan nanya milih padahal pesan bukan karena harga butuh
Adam Mutawali,Gojek,1,2026-02-09 02:15:47,"HARGA ONGKIR, SAMA HARGA ASLI JADI GAK NGOTAK GINI, PADAHAL UDAH PAKAI DARI THN 2019 ... JADI OVER MAHAL",harga ongkir sama harga asli jadi tidak ngotak gin padahal sudah pakai thn jadi over mahal
Bintang Pasca,Gojek,5,2026-02-09 01:56:07,"Susah untuk go shop, setiap kali menambah pesanan malah force close",susah go shop kali tambah pesan malah force close
