userName,score,at,content,app
gilang gumilang,5,2026-02-05 11:45:54,semoga jaya terus untuk GO-JEK,Gojek
Danui Danu,3,2026-02-05 11:43:35,👍,Gojek
Jennaina Aurellie,1,2026-02-05 11:41:51,buat apa ada fitur hemat kalo driver terdekat gaada yg mau ambil? pdhl banyak yg deket tapi driver gaada yg mau ambil. bahkan pake goride tanpa promo pun driver pada seenaknya gaada yg ambil orderan.,Gojek
dimas wijaksono,2,2026-02-05 11:40:31,"tolong di perbaiki aplikasi nya, pesan 1 dapat nya 2 driver goride, sebagai driver ini cukup disayangkan, sudah 4 kali di saya kejadian",Gojek
rian Sulaz,5,2026-02-05 11:28:51,terimakasih pihak gojek sudah dikembalikan saldo saya,Gojek
Joko Supriarso,5,2026-02-05 10:48:58,ongkir lebih murah lg. agar konsumen loyal,Gojek
Keka Caumbara,5,2026-02-05 10:41:36,aplikasi yang bermanfaat,Gojek
N KiL,1,2026-02-05 10:41:06,di one tap sudah menemukan pengemudi dan nunggu lama. trus otomatis ganti pengemudi lgi dan nunggu lama lgi trus ganti lagi dan ganti lagi.. kapok,Gojek
Jaden Bona PMS,4,2026-02-05 10:13:24,enaklah pokoknya,Gojek
Denny Damara,1,2026-02-05 10:05:49,"gosen jemput nya kebangetan u, jauh - jauh banget, ngapain w ambil mending w cancel nyari yg deket, kalau gk gada perubahan w yakin pas mau lebaran paket pada di anggurin itu",Gojek
Shafa Raihan,5,2026-02-05 09:55:41,Mantap,Gojek
Whisnu Indra Yudha,1,2026-02-05 09:55:04,"minta pickup barang dari jam 8WIB hari Selasa hingga 23:00 WIB hari Rabu tidak di pickup, padahal pakai instan, hari kamis pesan pickup lagi dari jam 8WIB hingga 18:54WIB tidak di pickup padahal pakai sameday. parah ini sangat2 parah!",Gojek
Vicky Adityasa,5,2026-02-05 09:53:20,ok,Gojek
Syahrial 38,5,2026-02-05 09:46:19,mantab,Gojek
AZIS DESGA,5,2026-02-05 09:45:44,sangat membantu,Gojek
Ria Hombing,5,2026-02-05 09:30:34,puas,Gojek
Mahmudi Mahmud,5,2026-02-05 09:20:02,baik,Gojek
Siti Rahayu,5,2026-02-05 09:12:35,sangat membantu dlm menerima dan mengirim barang,Gojek
gabriella yuanita berlian mega putri,5,2026-02-05 09:07:38,"semua driver yang saya dapet sangat baik dalam membawa customer jadi saya merasa nyaman, tapi tolonglah ubah kebijakan kalian yang mewajibkan driver untuk membayar denda 20k kalian tau kalo kebanyak driver itu orang' yang kurang mampu dan mereka bekerja untuk mencari nafkah untuk makan dan keluarganya kalo semisalnya dendanya sama segitu jadi untuk apa mereka jadi driver. Tolong di baca yaa",Gojek
Nina Zamachsyari Yusuf,5,2026-02-05 09:07:24,Cepat sampai tujuan dengan selamat,Gojek
Dimansyah Diman,5,2026-02-05 09:06:29,memuaskan,Gojek
m.a sholihun,5,2026-02-05 09:04:50,nyaman,Gojek
Dedy Luqman Hakim Lbh Cakram,5,2026-02-05 08:53:13,bagus,Gojek
andi afandi,5,2026-02-05 08:43:39,nunggu tdk terlalu lama dan driver ramah,Gojek
Muhammad Fuady,5,2026-02-05 08:38:49,good,Gojek
Lubis KKN,5,2026-02-05 08:33:16,ok,Gojek
Selamat Riadi,5,2026-02-05 08:03:03,menggunakan aplikasi Gojek ini memudahkan untuk transportasi dan aplikasinya mudah dipahami dan para drivwrnya selama jni baik dan sesuai dgn keinginan pengguna,Gojek
Sahrul Nugroho,5,2026-02-05 07:35:39,good,Gojek
Taufiq Ridho,1,2026-02-05 07:16:43,"tolong tertibkan driver"" nakal yang suka pilih"" orderan dan yang suka gantung orderan, sudah nunggu lama di chat ga dibales d telpon ga d angkat.. itu driver atau patung",Gojek
liaalia Lia,5,2026-02-05 07:06:53,menyenangkan,Gojek
Sri Herawati,5,2026-02-05 06:12:52,aplikasi ini sangat bermanfaat bagi saya,Gojek
Teguh Widiarto,4,2026-02-05 06:04:09,agak mahal sekarang yah,Gojek
Rama Zulfikar,5,2026-02-05 05:58:56,"pelayanan cepat harga terjangkau driver ramah,perjalanan nyaman kendaraan bersih. terimakasih Gojek",Gojek
Dian Sumantri,5,2026-02-05 05:49:31,mohon sesuaikan lagi atau perbaharui maps lokasi,Gojek
Aliya Nb,5,2026-02-05 05:49:28,"sering² promo yaa, i love u gojekkk💗⭐⭐⭐⭐⭐",Gojek
KAPTEN MEGA,3,2026-02-05 05:47:19,kocak jirr apk nya ngebut data driver sudah dimana gak ke update kasihan tukang antar makanannya nunggu 15m lebih🤣🤣,Gojek
Ari Widiastuti,5,2026-02-05 05:39:25,driver ramah pelayanan baik kecepatan 👍👍,Gojek
TRI SILAWATI,5,2026-02-05 05:22:18,nyaman ramah driver nya paham arah maps,Gojek
Astuti Srilestari,5,2026-02-05 05:21:12,good....semoga tetap bagus,Gojek
Nodi Yanto,5,2026-02-05 05:13:59,sangat puas,Gojek
Yulis Indrayati,5,2026-02-05 05:04:24,terus di jaga kenyamanan utk penumpang,Gojek
buk Al,5,2026-02-05 05:01:05,amanah dan nyaman bikin gak kapok pakai jasa ini,Gojek
Kismani Kismani,5,2026-02-05 04:55:14,cepet kedatangan goride nya,Gojek
Ezra Robert,5,2026-02-05 04:50:09,aplikasi yang sangat membantu,Gojek
Ericzak Yusup Nussy,5,2026-02-05 04:45:04,good,Gojek
Yuliono Yuliono,5,2026-02-05 04:35:01,terima kasih,Gojek
SHOFYUROHMAN SHOFYUROHAMAN,5,2026-02-05 04:31:10,"pacar ngambek , kasih dia makanan kesukaannya lewat gojek",Gojek
Isworo Hadi,4,2026-02-05 04:29:02,aplikasinya bagus,Gojek
Winda Farm,5,2026-02-05 04:21:47,ok,Gojek
liu justin,1,2026-02-05 04:21:34,terlalu banyak notif di layar hp,Gojek
Ayh Tio,5,2026-02-05 04:11:47,sangat nyaman dan tepat wkt,Gojek
Dimas Dwi B.U,1,2026-02-05 04:07:56,"aneh emang laporan ke cs lambat lelet ,ngga di gojek driver ,ngga di sini sama aja lelett",Gojek
Farizal Indra permana,3,2026-02-05 03:35:55,gak bisa baya tujuan dan tunai,Gojek
Alfian Fadli Saputra,1,2026-02-05 03:27:29,akun terkena suspend tapi aju banding nggak bisa,Gojek
pitri christiani Pitri christiani,1,2026-02-05 03:13:10,perbaiki gojeknya 😡😡😡,Gojek
Aya Hehe,5,2026-02-05 02:53:17,"keinget jaman gojek bakar bakar duit waktu kuliah gratis ongkir dan diskon gila gilaan, ayo gojek banyakin gratis ongkir wkwk",Gojek
Rio Kurniawan,5,2026-02-05 02:44:13,Kereennn,Gojek
Adi Sucipto,5,2026-02-05 02:43:24,ok,Gojek
Ni luh Ade,5,2026-02-05 02:37:43,bagus,Gojek
Nur Muhammad Akhmada Riyadi,5,2026-02-05 02:23:19,sangat mmbantu,Gojek
Shandro Ellon,1,2026-02-05 02:21:44,"maps nya dibenerin ya, masak titik jmput kita sdh benar tp di driver salah.. harus debat dulu.. maps nya beda universe kah?",Gojek
Lín,1,2026-02-05 02:13:07,Aplikasi tidak bagus. membekukan akun tanpa alasan. saya di sini membeli makanan mempermudah dagangan orang. lu seenaknya membekukan akun... 👎👎👎,Gojek
Yudi Pramono,5,2026-02-05 02:03:04,ok mantap,Gojek
Herberth Alexander,5,2026-02-05 01:57:58,cuma kadang susah dapat driver,Gojek
Gaguk Sudjoko,5,2026-02-05 01:38:40,"Pelayanan driver yg memuaskan, sikap dan cara bawa kendaraan yg baik",Gojek
Abdul Hakim,5,2026-02-05 01:21:18,sangat membantu saya,Gojek
Rahma Dani,5,2026-02-05 01:20:19,tingkatkan lagi promo nya,Gojek
Akun Darurat,1,2026-02-05 01:16:31,"gojek terlalu mengambil keuntungan untuk aplikasi,ke merchant ada tagihan iklan ke customer harus bayar ongkos lebih karena pesanan ekstra tapi ke driver ongkosnya tidak lebih,semoga bisa ngatafakuran diri tong sarakah teuing",Gojek
Luky Sukma Hakim,5,2026-02-05 01:05:26,pelayanan yang baik,Gojek
putra nugraha,5,2026-02-05 01:05:04,Mantappppp bosku..... 👍👍👍👍👍,Gojek
Pengguna Google,4,2026-02-05 00:55:38,"gojek skrng nyebelin yaa, , ,berkali kali transaksi pulsaa gagal terus stl ditransfer alhasil masuk ke gopay, apq sistemnya gt",Gojek
Sayaputri,5,2026-02-05 00:28:01,"sengaja kasih bintang 5 biar di notice, makin ksini makin bagusan apk sblh apalagi pelayanan nnya. walaupun ga semua tapi kebanyakan driver GOJEK pada galak-galak, tp untung masih ada driver baik dan ramah lainnya. mau kasih driver galak bintang 1 pun kasian soalnya mereka juga kerja, cuma tolong klo gabisa ramah ya jangan galak . makasih",Gojek
Mood Breaker,1,2026-02-05 00:16:07,"gojek tolong lah , pesen goride hemat lama bnget , tolong diperbaiki sistem nya padahal udah bnyak keluhan , tapi masih aja kayak gitu , kalau terus seperti ini lama kelamaan customer bakal pindah aplikasi",Gojek
Irine Wari,1,2026-02-05 00:14:31,ongkos terlalu mahal,Gojek
Rini Davian,5,2026-02-05 00:12:40,good,Gojek
Carmilla eka Yustikasari,5,2026-02-05 00:04:50,"saya pengguna gojek sejak pertama muncul, namun sejak hujan mulai sering intens di jabodetabek, pada aplikasi saya sering sulit mendapatkan goride, kl pun dapat pasti yg jauh lokasinya. selain itu maps yg ada pada driver sering kali mengarahkan ke jalan yg lebih jauh padahal banyak jalan yang lbh dekat. mohon dapat di perbaiki sistem nya agar customer yg mengalami seperti saya bs kembali nyaman menggunakan gojek. terimakasih",Gojek
Widi Solo Property,1,2026-02-05 00:00:00,tolong kalau bikin promo jangan driver yang suruh nanggung.....egois namanya... harusnya gojek bikin promo ya gojek yg nanggung,Gojek
Sarah Sholihah,5,2026-02-04 23:54:04,"setiap org ada baik dan buruk para dreverny,buat aplikasiny top",Gojek
Ellen Muharamni,1,2026-02-04 23:46:50,"sekarang parah, order dapet drivernya jauh-jauh sekali di cancel harga naik. tolong dong perbaiki kayak aplikasi GO-JEK yang lama",Gojek
Naufal Yusuf,5,2026-02-04 23:43:54,mamtoppp,Gojek
Okta Viasetiorini,1,2026-02-04 23:43:12,heran padahal udah pilih metode cepet...tambah dapet gojek yang jauhh...emang gk jelas gojek sekarang,Gojek
Bundaindria Indriyati,5,2026-02-04 23:30:06,sangat baik lancar,Gojek
Maria Antoinette,5,2026-02-04 23:12:44,Tidak sempurna tapi benar-benar membantu,Gojek
Posma Simanjuntak,5,2026-02-04 23:04:39,"saya sangat senang maupun menyukai adanya transport online.diGojek Trannsportadi... ni jd segala urusan / apapun utk kt kemana - mana gampang dibuatnya, cepat lg?",Gojek
Nandyka Beryl,5,2026-02-04 22:59:18,oke,Gojek
eddy herlambang,5,2026-02-04 22:38:51,taxol keren murmer 🫰,Gojek
Salsa Billa,1,2026-02-04 22:23:27,"lama dapet nya kalo pagi pagi padahal saya butuh banget tapi driver pagi ga dapet """,Gojek
Imam Wahyu Pranata,5,2026-02-04 20:55:50,nice,Gojek
Gameviral2023 Bermainbersama,5,2026-02-04 19:03:21,mantap,Gojek
Msantoni Anton,5,2026-02-04 19:01:06,saya suka dengan aplikasi ini,Gojek
Har Diannisa,5,2026-02-04 18:49:08,oke,Gojek
yogie Wibawa,1,2026-02-04 18:47:13,mengecewakan,Gojek
Deni Hadi,5,2026-02-04 17:41:19,puas sekaleee,Gojek
Igedeanantavijaya Dwi Putra,5,2026-02-04 17:37:49,oke,Gojek
Ari Ristiawan,1,2026-02-04 17:18:39,jelek ini aplikasi. sinyal bagus. mau pilih metode pembayaran aja. loading nya bikin kesel...,Gojek
Ari Laksono,5,2026-02-04 17:14:38,tepat waktu,Gojek
Qmang Mang,5,2026-02-04 17:11:28,Parah driver go jekkk sudah nunggu tapi di cancel sama kurir tapi di aplikasi masih ada si kurir awal kalo begini mulu unistall,Gojek
Riyanto Riyanto,5,2026-02-04 17:02:23,sangat membantu mobilitas saya,Gojek
Sky Room,2,2026-02-04 16:54:17,"aplikasi nya bgs, yg TDK bgs org kantor nya yg zolim sm mitra nya, tarif bwh di utak Atik, bikin program yg menindas mitra nya sendiri, goride hemat kena potongan 2000/trip tarif 10500 dgn jarak 0-4 km,di potong langganan gacor,klu gx ikut langganan gacor di bikin anyeb alias nyender",Gojek
andie wiebowo,5,2026-02-04 16:44:43,solusi tepat untuk transportasi cepat.,Gojek
Umar Farokh,1,2026-02-04 16:35:18,"gojek gofood maaf rantingnya rendah,karna biaya penangannya dan pengirimannya sangat sangat mahal sekali,diskon pun sedikit.hampir setiap hari pakai gofood ga ada perubahannn!!!!",Gojek
Itul Geogino,5,2026-02-04 16:34:48,good,Gojek
Muhamad Rachmani,2,2026-02-04 16:06:52,estimasi waktu pengiriman gofood melenceng jauh driver g bisa di lacak keberadaannya dari GPS,Gojek
Aull Ajelah,5,2026-02-04 15:57:03,cepet sih. gokill,Gojek
Fajar Fajar,5,2026-02-04 15:42:42,aplikasinya mudah dipakai dan sangat membantu,Gojek
maya lestari,3,2026-02-04 15:31:10,"tolong untuk cs laporan tentang barang tertinggal lebih cepat respon,saya bisa hubungi cs resmi lewat mna?",Gojek
Yusup Ferdiansyah,1,2026-02-04 14:53:56,makin kesini makin buruk pelayanan nya,Gojek
Muhammad Rifky,5,2026-02-04 14:34:50,"Aplikasi yang awalnya Transportasi Online, menjadi Serba Ada Online Semua",Gojek
Bambang Tiara,5,2026-02-04 14:34:49,mantab sukses dan jaya gojek bravo,Gojek
Sutry Wijayanti,1,2026-02-04 14:30:09,"driver nya kebanyakan tidak jelas, tidak mau jemput tapi tidak balas chat!!",Gojek
Yakub Saryanto,5,2026-02-04 14:16:47,Pentingnya dengan makanan,Gojek
Robi Tumewu,5,2026-02-04 14:15:44,ok,Gojek
Agam Irmawan,5,2026-02-04 14:02:34,mantap cepat dan tepat,Gojek
Hasna Nabila,1,2026-02-04 13:24:04,"sistem ga bagus, CS sama sekali tidak membantu",Gojek
Yusup Maulana,5,2026-02-04 13:13:46,great,Gojek
Renault Maulana,5,2026-02-04 13:07:11,Gokil bgt yang ngide ini aplikasi,Gojek
Cholis Hotin,5,2026-02-04 13:03:23,"mudah sekali memakai aplikasi ini, diskonnya dibanyakin lagi ya , heheerr",Gojek
jumatiyah pepet,1,2026-02-04 12:59:35,"pesan makanan hampir 1 jam ga ada yg nyaut driver 1 pun, mau batalin harus nunggu hampir 1 jam dulu, pas mau di batalin dr sistem baru ada driver yg nyaut, org sudah lapar jadi emosi kan, pokoknya payah banget aplikasinya ini sistemnya ga ramah dengan konsumen banget",Gojek
Viking Palangkaraya,5,2026-02-04 12:36:22,good luck,Gojek
Dewa Putu Jaea Seputra,5,2026-02-04 12:26:12,layanan Ok,Gojek
Dedy Setiadi,5,2026-02-04 12:24:21,mantap,Gojek
Devanizanagi Gladwyn,5,2026-02-04 12:21:45,bagus,Gojek
Diki chun,2,2026-02-04 12:07:14,"UNTUK PESEN MAKANAN LAMA JIR,,MASAK HARUS NUNGGU MAKANANNYA SELESAI BARU DICARIIN DRIVER UDAH GITU GK BISA DI BATALIN LAGI PADAHAL BELUM NEMU DRIVER GK KAYA APK SEBELAH",Gojek
Aris Budiman,5,2026-02-04 12:06:41,lumayan ada tanggungjawabnya dr segi apapun itu bentuknya,Gojek
Aufa Tyara Widayanti,3,2026-02-04 12:01:19,"tolong dong terutama buat gofood gocar, sama go ride, kalau drivernya ada atau lg nunggu driver ada, tolong aktifkan juga batal pesanan meskipun udh konfirmasi sama klau kasih waktu tunggu ada drivernya jangan lama lama cukup 5-10 menit aja, karena saya nunggu hampir sejam lebih gak dapet2 driver nya, dan krjadian itu udh sering terjadi. klau misal kita mau dibatalin juga gk bisa, mau ditungguin juga gak dapet2 drivernya. klau misal yg nunggu makanan nya tamu kan ya kasihan",Gojek
Vian Axis,5,2026-02-04 12:01:12,perbanyak diskon dan fitur,Gojek
Arina Mana Sikana,1,2026-02-04 12:00:09,LAMA BGT BGT BGT YA ALLAH,Gojek
Nafis Azalia rahma,1,2026-02-04 11:59:48,aku pesen gofood lama pesen gocar lamaaa geselin bye,Gojek
Junita Flora,1,2026-02-04 11:57:36,"asliiii,gojek itu ojol paling sombonggggg mau ujan atau ga ujan,kalo udah jalanan macet pasti sllu cansel orderan..",Gojek
ratih maharani,5,2026-02-04 11:54:01,👌👌👌,Gojek
Sobriiryawan,4,2026-02-04 11:42:37,Mantap...,Gojek
Hefi Sentani,2,2026-02-04 11:42:20,sekarang driver nya banyak yang gamau ambil penumpang kalo pake promo.. dan misalnya di ambil.. driver lama datang nya.. driver sering minta cancel..,Gojek
stefan anto,5,2026-02-04 11:29:13,mantap,Gojek
Mel Ati,3,2026-02-04 11:26:37,kalo Deket mahal,Gojek
Amir Maulana,1,2026-02-04 11:24:16,makin hari makin susah banget order... percuma juga ada promo tiap pakai promo gag pernah ada yg ambil drivernya.,Gojek
andry djava,1,2026-02-04 11:22:58,"* MAHALLLL SEMUA * Ongkir GoFood nya sm Gojeg nya jg..🤦‍♂️ mana order GoFood ga bisa di batalin,..pdahal bru 2 detik..🤦‍♂️",Gojek
Young Entrepreneur,5,2026-02-04 11:22:56,mantap,Gojek
evina novia38,5,2026-02-04 11:17:34,baik semua,Gojek
Nenk Erma,5,2026-02-04 11:16:48,mantap,Gojek
wawan gunawan,5,2026-02-04 11:11:14,mantaf,Gojek
Bery Budiarto,5,2026-02-04 10:52:20,"mantap,ojeknya kek rossi",Gojek
Rinto Compin,3,2026-02-04 10:51:42,sering di tolak kalo order musim hujan,Gojek
Linda Septiana,5,2026-02-04 10:51:00,cepat nyaman aku suka,Gojek
Wesia Devina02,1,2026-02-04 10:44:10,"Ga ada yang mau take drivernya ga jelas, padahal cuaca bagus",Gojek
Ganyong TV Triyo,4,2026-02-04 10:34:24,bagus 👍,Gojek
Ade Angga komara,5,2026-02-04 10:32:43,sangat membantu,Gojek
Bujang medan Pangaribuan,1,2026-02-04 10:20:59,"aplikasi sampah, busuk dan gak berguna. menyusahkan customer,driver dan pemilik usaha",Gojek
Sudirman Dirman,5,2026-02-04 10:16:50,selalu banyak promo ok banget,Gojek
TRICKTERS Warbas 0995,1,2026-02-04 10:11:43,tidak disaran menginstal karna tidak jelas,Gojek
Muhammad habib Rosyidin abbadillah,5,2026-02-04 10:09:50,mantabbb,Gojek
Erwin Sofyan,5,2026-02-04 09:49:06,mantaff,Gojek
m wahyu,1,2026-02-04 09:44:22,"saldo gopay tiba2 di blokir, tidak tau penyebeb nya apa, sudah menghubungi pihak gopaynya di menu bantuan tetep tidak ada respon dan saldo gopay saya masih belum bisa digunakan, tolong segera di perbaiki, karna saldonya mau di pakai. udah hampir 3 bulan saldo gopaynya masih di blokir juga, tanpa memberi alasan kenapa di blokir,",Gojek
Jeffry Tan Azdzikra,3,2026-02-04 09:40:52,"masa gua udh pesen go food,go pulsa dan gojek gak bisa daftar gopay later, pdhl ini akun udh hampu setahun",Gojek
Bayu K. Putra,5,2026-02-04 09:37:43,good,Gojek
Husin,1,2026-02-04 09:27:10,sempat mati kelaparan nunggu kan driver antar makanan ke tempat lain,Gojek
Irwan Suryadi,5,2026-02-04 09:26:04,good job,Gojek
rinto haryanto,1,2026-02-04 09:24:28,gila.. pake gopaylater lupa bayar sehari aja kena denda 50rb padahal tagihan 150rb.. dendanya 35% asem.. permaenannya,Gojek
Evi Wulandari,5,2026-02-04 09:22:40,good,Gojek
Artika Suna,1,2026-02-04 09:19:20,gj baru juga login mlah ga bisa disuruh tunggu 30 jam seburu mati kelaperan nnti,Gojek
Ixmnerd,3,2026-02-04 09:18:07,"susah bgt nyari drivernya skrg, mana mahal lg hadeh",Gojek
Arudi Sahabatku,5,2026-02-04 09:16:29,mantap,Gojek
Iwan tanuwijaya,5,2026-02-04 09:14:45,mantap,Gojek
rojali jali,5,2026-02-04 08:58:38,good job and ramah,Gojek
Dafi Andhika,5,2026-02-04 08:49:40,cepat dan tepat,Gojek
Rai Pretara,5,2026-02-04 08:47:39,bagus,Gojek
Arif Budiawan,5,2026-02-04 08:40:09,good,Gojek
harapan baru,5,2026-02-04 08:33:01,nasib driver cadangan....,Gojek
englishmax TOEFL&IELTS Jl Merdeka 64 Bandung,5,2026-02-04 07:58:21,membantu,Gojek
peri peri,5,2026-02-04 07:40:58,kalo mls keluar pake iniii,Gojek
Oboy,5,2026-02-04 07:38:26,mantap,Gojek
Aulia Hasmie,1,2026-02-04 07:34:47,ongkir terlalu mahal dan harga makanan nya ikutan mahal,Gojek
Putra Herlambang,5,2026-02-04 07:32:22,sangat bagus,Gojek
Baharudin,5,2026-02-04 07:26:56,ok,Gojek
Hadinova H. Putra,2,2026-02-04 07:08:33,gmapsnya ngaco,Gojek
Muhfaeyzaal-ikram Faeyza,5,2026-02-04 07:06:02,bagus banget buat jemput aku,Gojek
Zul Hz,5,2026-02-04 07:04:29,banyak driver yg cancel dan minta tambahan harga dr rute aplikasi,Gojek
Ali Turmudzi,5,2026-02-04 06:59:35,map lebih tepat,Gojek
Debi Aprilia,3,2026-02-04 06:59:35,"min saya mau tanya, saya setiap mau pesen gofood dmna jarak aslinya hanya 2km tapi pas saya mau order diaitu 10km",Gojek
Iswandi Andy,5,2026-02-04 06:58:52,mantap,Gojek
Yuliaputri Lestari,5,2026-02-04 06:54:02,keren,Gojek
Seli Fristiani,5,2026-02-04 06:51:21,perjalanan jadi lebih menyenangkan dan aman naik gojek🥰,Gojek
Dwi Murniwati,5,2026-02-04 06:35:16,Alhamdulillah kmn2 g ribet mksih ya,Gojek
Akun Game,5,2026-02-04 06:25:59,"Sukes terus gojek, ditengah dunia yang sedang gonjang ganjing ini",Gojek
Vj Gamma,5,2026-02-04 06:21:36,Tolong untuk penjemputan area stasiun kota malang... di berikan area khusus penjemputan agar tidak bayar lagi parkir liar sebesar Rp. 3.000,Gojek
Emak MiBi,4,2026-02-04 06:15:19,Makasih Go-Jek 🥰,Gojek
Diandra Putri Ayu Azzahra,5,2026-02-04 06:06:09,apk nya bagus,Gojek
Suwandi Sandi,5,2026-02-04 05:52:58,terimakasih pelayanan nya,Gojek
Sudirman Mayang,5,2026-02-04 05:52:09,gojek paling mantep,Gojek
Hartini Tini,5,2026-02-04 05:49:08,ramah,Gojek
Siwal Kaliniti,5,2026-02-04 05:44:17,"bagus and cepat sampai tujuan yg saya tuju / order 👍👌🙏 terima kasih,matur thank you.",Gojek
rizky ramadhani,5,2026-02-04 05:43:26,mantap lah pokoknya,Gojek
Fahmi Iqbal,5,2026-02-04 05:26:02,tingkatkan pelayannan nya lagi,Gojek
Itha muis,5,2026-02-04 05:24:54,mantaap...,Gojek
Totok Budiyanto (Totok Lombok),5,2026-02-04 05:18:05,rodo lelet servere,Gojek
Rᴜʀᴏᴜɴɪ Kᴇɴsʜɪɴ,5,2026-02-04 05:17:40,bagus,Gojek
reva dayanti,5,2026-02-04 05:13:06,top,Gojek
Adie Stansyah,5,2026-02-04 05:10:50,good job,Gojek
Iyas,5,2026-02-04 05:03:59,mantappp,Gojek
sulis tyowati,5,2026-02-04 05:01:43,mantab,Gojek
Nanang Irawan,5,2026-02-04 04:50:48,sangat bagus,Gojek
silfa pulung,5,2026-02-04 04:44:54,bagus,Gojek
Rendy Nugraha,1,2026-02-04 04:43:49,"Lambat, mesan go food nyari driver nya lama banget gk sesuai estimasi. Gw rate bintang 1 soal nya kecewa",Gojek
reza pratama,1,2026-02-04 04:43:39,"huuuuu, pesen gocar di jakarta utara, kaga sampe2 pengemudinya. total sejam buat nunggu doang. mana voucher malah jadi hangus",Gojek
Siti Nurhasanah,5,2026-02-04 04:42:40,"aman, nyaman",Gojek
fahzan zulkarnain,4,2026-02-04 04:40:10,banyak hal yang harus dikomunikasikan dengan baik antara gojek dan mitranya. karena kerap kali sistem yang di terapkan gojek berdampak terhadap customer.,Gojek
aris nurhidayah,5,2026-02-04 04:37:19,sangat membantu disaat saat dibutuhkan,Gojek
nabila shaliha,5,2026-02-04 04:24:45,"aplikasi yang berguna banget buat kebutuhan sehari hari. mulai dari transportasi, makan sampe keuangan",Gojek
Chaehyun Nia,1,2026-02-04 04:04:39,apa banget? saya disuruh nunggu 40 menit buat dapat driver doang. mau saya batalin nggak dibolehin. perampok!!!,Gojek
Muhammad fadil Sahil sahak,1,2026-02-04 03:54:04,buruk pelayanan nya ga jelas kebanyakan di cancel driver gimana cs mau kasih rate kalo pelayanan gini malu sama integritas,Gojek
Mora Tua,5,2026-02-04 03:36:41,ok,Gojek
Bayu Kiu kiu,2,2026-02-04 03:19:19,"gocar nya terlalu pilih""di saat kondisi mendesak gini butuh gocar milih nya harus biaya di atas 30 padahal tempat tujuan nya deket banget cuma gocar ga mau klo dapat nya yang di bawah 30 mana susah banget dapet nya hadehhhh kaget juga sih karna sebelum nya pakek gojek di kota sekarang di kampung jadi rada susah banget dapat nya udah nyoba beberapa kali tetep aja ga dapat""",Gojek
Putra Permana,5,2026-02-04 03:18:26,ok,Gojek
Alya Inayah,1,2026-02-04 03:11:32,"aplikasi aneh, harus nunggu sejam lebih buat bisa ngebatalin pesanan. orang lapar kok disuruh nunggu sejam. tolong dong, kalo emang ga nemu driver 20 menit langsung bisa dibatalin. masa nunggu sejam lebih baru bisa, aneh banget",Gojek
Indah Damayanti,5,2026-02-04 03:04:57,"Andalan buat pesan makan, berkendara, dan kirim barang. so far setiap ada kendala solusinya oke. semoga layanan terus ditingkatkan.",Gojek
Yunita Sari,1,2026-02-04 03:04:46,Makin kesini makin ga jelas driver2 gojek Bad attitude penambahan lagi aja bug di aplikasi gojek ini beberapa history perjalanan hilang dalam waktu yang sama,Gojek
VEANDRA ARKAN PRAKOSO,1,2026-02-04 03:03:32,"sistem sampah,menunggu driver sampai 30-40 menit padahal disekitar saya banyak sekali driver nganggur, buang-buang waktu kl tidak berubah siap-siap ditinggal pengguna setia",Gojek
Situ sadiah Sadih,5,2026-02-04 03:00:17,oke,Gojek
Khumaedi Medi,5,2026-02-04 02:44:58,mantap,Gojek
maisaroh,1,2026-02-04 02:43:13,apa iti GO-RIDE hemat kasiam driver nya,Gojek
Adam Apps,5,2026-02-04 02:42:19,the best,Gojek
Ida Panjaitan,1,2026-02-04 02:40:07,satu jam saya menunggu supir nya gak ada yang mau jemput,Gojek
Arif Suryanto,5,2026-02-04 02:37:00,Sangat membantu dalam moda transportasi,Gojek
Godril Kecil,1,2026-02-04 02:35:04,paket shope dr tgl 1 sampe tgl 3 blm dijemput juga . padahal pake instan. kalo dah ga niat pertahankan aplikasi mending di tutup aja PT nya,Gojek
Adel,3,2026-02-04 02:26:36,customer service kerja nya lelet.. dibutuhin malah ga balas balas.. sangat tidak berguna mempersulit customer,Gojek
Melisa Mawarti,5,2026-02-04 02:22:07,terima kasih. aplikasi ini sangat membantu. harganya juga terjangkau.,Gojek
Darren Limrich,1,2026-02-04 02:17:25,"APLIKASI PENIPUAN, JANGAN ORDER GOFOOD EXPRESS DISINI. SAYA PUNYA PENGALAMAN ORDER GOFOOD EXPRESS BERKALI² BIAR CEPET. SI GOJEK MISAL UDAH JANJIIN DATENG DI JAM MISAL JAM 9:30. KALAU LEWAT DARI ITU BAKAL DAPET VOUCHER ONGKIR 6RB, TAPI GOJEK BAKAL MUNDURIN DAN MUNDURIN TERUS KALAU MEMANG DRIVERNYA YANG LAMA. BAHKAN DISTOP TIMENYA YANG AWALNYA 10 MENIT, PADAHAL UDAH LEBIH DARI 30 MENIT TAPI TTP DI 10 MENIT TULISANNYA. PAS UDAH DIANTER SAMA DRIVERNYA BARU BERUBAH TAPI TULISANNYA MALAH CEPAT.",Gojek
Dal Mini,5,2026-02-04 01:55:46,tepat waktu drivernya ramah,Gojek
Andri Zu,1,2026-02-04 01:38:54,buruk,Gojek
Muhammad taufik Taufik,5,2026-02-04 01:34:19,mempermudah dalam perjalanan,Gojek
